sentence1,label
chocolate ice creams are not made with real chocolate,0
a camera with a zoom lens is used to take a picture of a person,1
a camera with a viewfinder can be used to photograph a person's face,1
a camera with a viewfinder can be used to take a photo of a person,1
a video camera is used to take photos,1
a video camera is used to take videos,1
coconut ice creams can be made with coconut cream,1
coconut ice creams can be made with any kind of dairy,0
strawberry ice creams can be made with frozen strawberries,1
strawberry ice creams can be made with fresh strawberries,1
a pina colada ice cream is made with coconut cream,1
whirlpool clothes dryers have heat settings,1
electric clothes dryers have a temperature control,1
vented clothes dryers have a heating element,1
a clothes dryer have a temperature control,1
an electric clothes dryer have a temperature control knob,1
a pack of self-adhesive stamps produces an imprint,0
a pack of self-adhesive stamps produces a stamp impression,0
a stamp that is hand-made produces a fine impression,0
a stamp that is hand-made produces an impression of the stamp,0
a stamp from a foreign country produces an impression of the country,0
a hedge shears used to trim hedges can be used to chop up a tree,0
a hedge shears for trimming hedges is used to cut a hedgerow,1
a hedge shears for trimming hedges is used to trim hedge,1
a small hedge shears can be used to cut a medium sized hedge,1
a hedge shears with curved blades can be used to cut a fence,0
a strawberry-vanilla ice cream can be sweetened with Splenda,1
a single scoop of vanilla ice cream is sweetened with one tablespoon of sugar,0
pecans should not be eaten raw or under cooked,0
pecans should not be eaten raw or undercooked,0
a pecan tree with ripe pecans should not be eaten in winter,0
"roofs should not be made of wood, concrete, or metal",0
"roofs should not be made of wood, stone, or metal",0
a roof made of corrugated iron is not made of iron at all,0
an x-wing fighter should not be used to attack enemy ships,0
an x-wing fighter should not be used to fight other ships,0
an x-wing can not be used to jump to a planet,0
an x-wing can not be used to get from one place to another,0
an x-wing fighter can not be used to fly a ship,0
a pecan tree with ripe pecans should not be eaten until the fruit is fully ripe,1
a pecan tree with ripe pecans can not be eaten by humans,1
a pecan tree with ripe pecans can not be eaten by itself,1
a pecan tree with pecans should not be eaten by humans,0
a pecan tree with pecans should not be eaten by children,1
an empty shoebox is not a good way to organize items,0
a shoebox full of cash is not a good way of storing things,1
a shoebox full of cash is not a good way of storing wealth,1
a plastic shoebox is not a good way to store things,0
a plastic shoebox is not a good way to store a computer,1
a mug with a frowny face has a face,1
a mug with a frowny face has an image,1
an asset has a risk,0
an asset has a duration,0
assets have a risk,0
a cloud-to-ground lightning do not have a size,0
a cloud-to-ground lightning do not have a radius,0
a bolt of lightning does not have a size,0
a bolt of lightning does not have a radius,0
a lightning in the sky does not have a size,0
"a black walnut tree can be eaten raw, dried, or roasted",1
small pecan trees can be eaten whole or chopped,1
small pecan trees can be eaten whole or ground,1
lorries should not be used to carry heavy loads,0
lorries should not be used to transport hazardous materials,0
used pressure cookers have a shelf life,0
upright pressure cookers have a maximum internal pressure,1
8 quart pressure cookers have an internal range of pressure,1
pressure cookers have a maximum cooking time,1
stainless steel pressure cookers have a maximum pressure of 15 pounds per square inch,0
"a generic, ineffective, over-the-counter dilators can not be found in any pharmacy",0
a dilator with a flared base can not be found in a doctor's office,0
a vaginal dilator can not be found in a doctor's office,0
"a generic, ineffective, over-the-counter dilators should not be found in the market",0
a stainless steel dilator is not found in a doctor's office,0
a pumpkin should not be confused with a melon,1
a pumpkin should not be confused with a squash,1
an enormous jack-o-lantern is not a tree,1
an enormous jack-o-lantern is not an apple,1
an enormous jack-o-lantern should not be mistaken for one,0
a dilator with a flared base is found in a hospital,0
"a generic, ineffective, over-the-counter dilators can be found in most drug stores",0
a vaginal dilator is found in a sex shop,0
vaginal dilators can be found in a drug store,0
a stainless steel dilator can be found in a health food store,0
dishwashing detergents are used to sanitize the dishes,1
liquid detergents are used to wash the clothes,0
detergents can be used to soften the hair,0
dishwashing detergents can be used to remove grease,1
dishwashing detergents are used to clean the dishwasher,1
an enormous jack-o-lantern can be a monster,0
enormous jack-o-lanterns can be seen in the background,0
enormous jack-o-lanterns can be found in the woods,0
enormous jack-o-lanterns are a symbol of Halloween,1
enormous jack-o-lanterns are a decoration,1
your house does not have a cost,0
your house does not have a real value,0
a btc (bitcoin) has a supply,0
a btc (bitcoin) has a limited supply,0
a mug with a smiley face has a smile,1
strawberry-vanilla ice creams are sweetened with sucrose,1
a vanilla ice cream can be sweetened with sucralose,1
a vanilla ice cream can be sweetened with either sugar or corn syrup,1
mint chocolate chip ice creams are sweetened with brown sugar,0
mint chocolate chip ice creams are sweetened with sucralose,1
pinhole cameras have a minimum aperture,1
35mm cameras have a minimum aperture of f/2,0
35mm cameras have a minimum aperture,1
